index,sentence
5483,Seit jenem Tag plagen sie Gewissensbisse.
5484,Seit langem wird das Schulfach Medienkompetenz gefordert.
5485,Seit sechs Monaten wartet Renate auf ein Spenderorgan.
5486,Seit seinem Unfall im Alter von fünfundzwanzig Jahren ist der ehemalige Turmspringer querschnittsgelähmt.
5487,Seit vierzig Jahren trage ich diesen Namen.
5488,Seit zweitausendfünf hat die Stadt wieder verstärkt mit Kriminalität zu kämpfen.
5489,Seither gibt es bei ihm nur noch Trennkost.
5490,Selbst Benedikt musste den Begriff erst mal nachschlagen.
5491,Selbst Benedikt musste den Begriff erstmal nachschlagen.
5492,Selbst für den erfahrensten Chirurgen ist der Tumor eine knifflige Herausforderung.
5493,"Selbst schuld, dachte er und konnte seine Schadenfreude kaum verbergen."
5494,Selbstbedienung ist nicht erwünscht.
5495,Selbstredend haben wir auf Sicherheitsglas bestanden.
5496,Selbstverständlich übernehmen wir die Kosten für An- und Abfahrt.
5497,Selina lebt hauptsächlich von BAföG.
5498,"Semantisch ist es natürlich Blödsinn, aber die Syntax ist korrekt."
5499,Senkrechtstarter kommen ohne Start- und Landebahn aus.
5500,"Sensationell, würde die rasende Reporterin jetzt sagen."
5501,Seoul ist die Hauptstadt von Südkorea.
5502,"Seriöse Aussagen können wir zu diesem Zeitpunkt noch nicht treffen, konstatierte Tom."
5503,Servus!
5504,Setzt eure Superkräfte ein!
5505,Sibylle hat angerufen und wollte dich sprechen.
5506,"Sich selbst in die Augen zu fassen, ist für Helena eine fürchterliche Vorstellung."
5507,Sich so zu bücken ist schlecht für den Rücken.
5508,Sicherheitskritische Bauteile müssen stabil sein.
5509,Sie alle kennen das von Blitzen.
5510,Sie ballte die Hand zu einer Faust.
5511,Sie bedankte sich geradezu überschwänglich für diese kleine Gabe.
5512,Sie beschleunigen sehr wenig Masse auf sehr hohe Geschwindigkeiten.
5513,Sie bezichtigen Herrn Götsch also des Geheimnisverrats?
5514,"Sie brauchen kein Antibiotikum, sondern einfach einen Tag Bettruhe."
5515,Sie durchfuhren eine Allee aus Ahorn-Bäumen.
5516,Sie fallen mir ständig ins Wort.
5517,Sie fand das Gemälde irgendwie unästhetisch.
5518,Sie findet das super.
5519,"Sie findet es anstrengend, Text auf dem Bildschirm zu lesen."
5520,Sie fühlt sich schlapp.
5521,Sie geht zum Stelldichein mit Justus.
5522,"Sie glauben gar nicht, was ich mir in meinem Beruf schon alles anhören musste."
5523,"Sie glauben gar nicht, zu wie vielen Auffahrunfällen mit Einkaufswagen es jeden Tag kommt!"
5524,Sie gähnte herzhaft.
5525,"Sie haben die Auswahl zwischen Brötchen, Müsli und Rührei mit Speck."
5526,Sie haben die gesamten Mittel für Ihren prunkvollen Palast vergeudet.
5527,"Sie haben doch nichts dagegen, oder?"
5528,Sie haben eine leichte Gehirnerschütterung.
5529,Sie haben freie Auswahl.
5530,Sie haben mich schon richtig verstanden!
5531,"Sie hat Angst, sich zu blamieren."
5532,Sie hat die Anfangsbuchstaben zweier aufeinander folgender Worte vertauscht.
5533,Sie hat die Aussage bloß auf ihren Kern zurückgeführt.
5534,Sie hat doch nur wieder irgendwas im Internet gelesen.
5535,Sie hat eine Reise nach Australien in der Lotterie gewonnen.
5536,Sie hat eine einfühlsame Art.
5537,Sie hat ihr Versprechen gebrochen.
5538,Sie hat mit mir Schluss gemacht.
5539,"Sie hatte blaue Augen, wobei der dunkle Lidstrich auffiel."
5540,Sie hatte nur gute Absichten.
5541,Sie hält Tarek für einen Schwächling.
5542,Sie hört den Song rauf und runter.
5543,Sie hüten das Geheimnis wie ihren eigenen Augapfel.
5544,Sie ist aus Prinzip dagegen.
5545,Sie ist bis nach Düsseldorf gelaufen
5546,Sie ist bis nach Görlitz gelaufen
5547,Sie ist mitnichten eifersüchtig.
5548,Sie ist voll verliebt in Bodo.
5549,Sie konnte sich kaum halten vor Lachen.
5550,Sie kramte in ihrer Tasche.
5551,Sie kreisen schon die ganze Zeit um den Kutter.
5552,Sie können Ihre Entscheidung jederzeit schriftlich oder mündlich widerrufen.
5553,Sie können entweder einmal pusten oder ich nehme Sie mit auf die Wache und wir machen eine Blutentnahme.
5554,Sie können meine Aussage doch nicht so aus dem Zusammenhang reißen
5555,Sie können meine Aussage doch nicht so aus dem Zusammenhang reißen!
5556,Sie lassen sich an der Reaktionsgleichung ablesen.
5557,Sie liebkoste ihn.
5558,Sie ließ beide Würfel fallen und hatte direkt wieder einen Pasch.
5559,Sie macht Urlaub in Dänemark.
5560,Sie meint es nur gut.
5561,Sie muss Folge leisten.
5562,"Sie muss nur lange genug schütteln, dann hat sie stilles Wasser."
5563,Sie muss sich erst noch einleben.
5564,Sie möchte nach Dresden fahren
5565,Sie möchte nach Nürnberg fahren
5566,Sie müssen einen anderen nehmen.
5567,Sie müssen von außen angekurbelt werden.
5568,Sie nehmen es aber wirklich sehr genau mit den Vorschriften.
5569,Sie nutzen Beschaffenheit und Verhalten ihrer Umwelt und bauen sogar Werkzeuge.
5570,Sie pfeift auf die Anweisungen der Leitstelle.
5571,Sie reden mir zu viel.
5572,Sie rückt ihm auf die Pelle.
5573,Sie schwärmt schon den ganzen Tag davon.
5574,Sie sieht den Wald vor lauter Bäumen nicht.
5575,Sie sind entlassen.
5576,"Sie sind laut und sie sind viele, und sie fordern Brot und Spiele."
5577,"Sie sprechen sich für eine Sache aus, um an die Macht zu kommen."
5578,"Sie stellt Nüsse, Salzstangen und anderen Knabberkram auf den Tisch."
5579,Sie tritt das Pedal bis zum Anschlag durch.
5580,Sie umarmte und küsste ihn mit Leidenschaft.
5581,Sie umringten die Stadt mit dicken Steinmauern.
5582,Sie verstand diesen Personenkult nicht.
5583,"Sie verstehen aber die Logik, oder?"
5584,"Sie versuchen aber auch wirklich jede Situation zu nutzen, um Produkte an den Mann zu bringen, nicht wahr?"
5585,"Sie war stets bemüht, ihre Aufgaben in der vorgegebenen Zeit zu erledigen."
5586,Sie waren ein angenehmes Publikum.
5587,Sie werden bereits erwartet.
5588,"Sie werden doch nicht etwa, setzte ich zum Protest an, doch es war bereits zu spät."
5589,Sie werden es brauchen.
5590,Sie will den Bestellvorgang abschließen.
5591,"Sie wird in Form von vier Zahlen geschrieben, die mit Punkten voneinander getrennt sind."
5592,Sie wohnt noch im Hotel Mama.
5593,Sie wollen ein konkretes Beispiel?
5594,"Sie wollen mich nicht verstehen, oder?"
5595,"Sie wollte es erst nicht zugeben, aber irgendwann war es nicht mehr zu leugnen."
5596,Sie wollten eine bescheidene Hütte aufstellen und jetzt haben Sie einen Tempel errichtet!
5597,Sie wollten gewählt werden.
5598,"Sie wurde das beklemmende Gefühl nicht los, überhaupt nicht hierher zu passen."
5599,Sie wurden als Gefährder eingestuft und bekommen jetzt eine elektronische Fußfessel.
5600,Sie wünscht sich auch so einen kleinen Schoßhund.
5601,"Sie zeigt ihr, wie man den Degen richtig hält."
5602,"Sie zieht die dichtere, kalte Luft herunter."
5603,Sie zog kräftig an der Zigarette und hustete.
5604,"Siegfried kommt zwar aus Sachsen, er spricht aber perfektes Hochdeutsch."
5605,"Sieh dir zuerst die Vorschau an, empfahl Jana."
5606,"Sieh hier, der Dübel ist gebrochen."
5607,Sieh mal meine Speckröllchen an.
5608,"Sieh mal, ein altes Münztelefon!"
5609,"Sieh mich an, ich sehe aus wie der letzte Dorftrottel"
5610,"Sieh mich an, ich sehe aus wie der letzte Dorftrottel!"
5611,Siehst du Gefühle als Schwäche an?
5612,Sieht aus wie eine Zuhälterkarre.
5613,"Sieht so aus, als wären kriminelle Machenschaften in deinem Kollegium keine Seltenheit."
5614,"Silja beteuerte, sie habe sich nichts vorzuwerfen."
5615,"Silke und Marco verkrümelten sich unauffällig, um allein zu sein."
5616,Silvana musste viel Kritik für ihre Salamitaktik einstecken.
5617,Silvia fühlt sich fit wie ein Turnschuh.
5618,Simon hat Schweißflecken unter den Achseln.
5619,"Simon hat eine Zahnlücke, dank der er so laut pfeifen kann wie kein Zweiter."
5620,Sina verkroch sich in die Puppenecke.
5621,Sind Paul und Sophie jetzt zusammen?
5622,Sind Sie auf der Gästeliste?
5623,Sind Sie auf der Suche nach einer Immobilie?
5624,"Sind Sie sicher, dass Sie kein Diesel getankt haben?"
5625,Sind sie nicht vor allem unnötiger Elektromüll?
5626,Sind wir bald da?
5627,"Sind wir bald da?, fragte Susi ihre Eltern."
5628,Singapur ist die Hauptstadt des Stadtstaats Singapur.
5629,Sitt als Adjektiv für nicht-durstig konnte sich noch immer nicht durchsetzen.
5630,Skopje ist die Hauptstadt von Mazedonien.
5631,So detailliert können wir darauf leider nicht eingehen.
5632,So drastisch würde ich es nicht ausdrücken.
5633,So ein Erbsenzähler
5634,So ein Erbsenzähler!
5635,So ein Typ von den Stadtwerken will den Gaszähler ablesen.
5636,So ein faules Pack!
5637,"So eine miese Qualitätskontrolle käme durch keine Qualitätskontrolle, außer durch sich selbst natürlich."
5638,So eine müsste ich noch in Reserve haben.
5639,So einen Kater hatte ich noch nie.
5640,So etwas habe ich schon häufiger gesehen.
5641,So führt man keine Verhandlungen.
5642,So geht auch nichts daneben.
5643,So geistesgegenwärtig muss man in der Situation aber erst mal reagieren.
5644,So geistesgegenwärtig muss man in der Situation aber erstmal reagieren.
5645,So gut wie jeder hat eine Meinung dazu.
5646,So ist das auf dem Land.
5647,So ist das nun mal.
5648,So ist der natürliche Lauf der Dinge.
5649,So ist es nichts halbes und nichts ganzes.
5650,So ist es.
5651,So kann das nicht halten.
5652,So kann es nicht weitergehen.
5653,So kann sich niemand über Ungerechtigkeit beschweren.
5654,So kurz vor Schluss sollte man lieber auf Nummer sicher gehen.
5655,So lange Ladezeiten sind einfach nicht zu ertragen.
5656,So langsam sollte sich Frederike Gedanken um ihre Altersvorsorge machen.
5657,"So morsch, wie der Stamm ist, würde ich ihn lieber nicht als Lastenträger einsetzen."
5658,"So oft, wie Malte schon über sein Kopfhörerkabel gerollt ist, ist es ein Wunder, dass es noch heil ist."
5659,"So schnell wie er gekommen war, macht er sich auch wieder aus dem Staub."
5660,"So schnell, wie er gekommen war, machte er sich auch wieder aus dem Staub."
5661,So sei es.
5662,So sind die Schwaben.
5663,So und nicht anders wird es gemacht.
5664,"So wie Liebe Menschen glücklich macht, kann sie sie auch zutiefst unglücklich machen."
5665,"So wie Richard es sagt, klingt es total unglaubwürdig."
5666,So wird das nichts.
5667,"So, und jetzt noch mal auf Marketing-Deutsch!"
5668,"Sobald das Bimetall abkühlt, schließt sich der Stromkreis wieder."
5669,"Sobald einer den ersten Schritt wagt, werden alle anderen nachziehen."
5670,"Sobald sich der Dozent zur Tafel dreht, geht das Geplapper los."
5671,Sofia ist die Hauptstadt von Bulgarien.
5672,Sogar das Taxi.
5673,Sogenannter gesunder Menschenverstand ersetzt keine Bildung.
5674,"Solange das Wasser schäumt, sind noch Tenside da, die Fette binden können."
5675,Solange soll ich für sie den Briefkasten leeren und die Blumen gießen.
5676,Solche Bibliotheken auf Windows zu kompilieren erfordert immer einige Klimmzüge.
5677,Solche Entwicklungen spalten unsere Gesellschaft.
5678,Solche Gefahrensituationen lassen sich durch vorausschauendes Handeln ganz leicht vermeiden.
5679,Solche Machos kennt Cassandra nur zu gut.
5680,Solche Ohrenschützer werden manchmal auch Micky-Mäuse genannt.
5681,Solche Schnappverschlüsse aus Plastik halten nie lange.
5682,Solche Spekulationen helfen niemandem weiter.
5683,"Solidarität funktioniert nur, wenn jeder in den Topf einzahlt."
5684,Soll das Passwort gespeichert werden?
5685,Soll das alles sein?
5686,Soll die KI intelligent oder menschenähnlich sein?
5687,"Soll die Zahnbürste weich, mittel oder hart sein?"
5688,Soll ich Ihnen etwas Gel in die Haare machen?
5689,Soll ich dir einen Bauernzopf flechten?
5690,Soll sie doch nach Bielefeld fahren?
5691,Soll sie doch nach Delmenhorst fahren?
5692,Sollte ich das etwa?
5693,Sollte man Pickel selbst ausdrücken?
5694,"Solltest du mal in Schwerin sein, kannst du gerne vorbeikommen."
5695,Sonja errötete vor Scham.
5696,"Sonja findet, dass Hubert eine verklemmte Einstellung zur Sexualität hat."
5697,Sonst kann man sie leicht aufspüren.
5698,Sonst trocknen sie nicht.
5699,"Sophie hat klipp und klar gesagt, dass sie das nicht möchte."
5700,"Sorry, aber so eine Steilvorlage muss man einfach nutzen."
5701,South Tarawa ist die Hauptstadt von Kiribati.
5702,Sowas hätte es früher nicht gegeben.
5703,Spanien besteht nicht nur aus Mallorca und Ibiza.
5704,Spanne uns nicht so auf die Folter
5705,Spanne uns nicht so auf die Folter!
5706,Spiel das Hologramm noch mal ab.
5707,Spiel das Hologramm nochmal ab.
5708,Spiel dich nicht so auf.
5709,Spielen Sie Golf?
5710,Spielst du ein Instrument?
5711,Spielt Alina auch im Bläser-Orchester?
5712,"Sport ist Mord, aber Sportler scheinen viele Leben zu haben."
5713,Sprachverarbeitende Software muss diesen Umstand erkennen.
5714,"Sprechen Sie nicht von oben herab zu mir, lallte dieser."
5715,Sprengstoff macht den größten Teil der Masse eines Torpedos aus.
5716,Später erwies sich das Gegenteil.
5717,Später wurde eine Brücke errichtet.
5718,Spätere Modelle boten einen fest einstellbaren Winkel.
5719,Sri Jayewardenepura ist die Hauptstadt von Sri Lanka.
5720,St. George’s ist die Hauptstadt von Grenada.
5721,St. John’s ist die Hauptstadt von Antigua und Barbuda.
5722,"Statistiken zeigen, dass Komasaufen bei Jugendlichen rückläufig ist."
5723,Statt Kommata kann man auch Kommas sagen.
5724,Statt an Reisebüros wenden sich viele an Online-Buchungsportale.
5725,Statt den Lügen der Anderen Glauben zu schenken erfinde doch deine eigenen.
5726,"Statt für ein Regal habe ich mich für eine Vitrine entschieden, weil sich darin kein Staub ansammelt."
5727,Statt für mehr Kraft sorgte der Zaubertrank für mehr Bartwuchs.
5728,Stattdessen geht es in die Entwicklung von Medikamenten oder Therapien.
5729,Stattdessen wird es hauptsächlich für Kommerz und lustige Katzenvideos genutzt.
5730,"Stau oder stockender Verkehr auf der A-drei, Würzburg Richtung Nürnberg."
5731,Stecker sollten niemals am Kabel aus der Steckdose gezogen werden.
5732,"Stefan, hast du am Mittwoch Zeit?"
5733,Stefanie wollte uns einen Gnocchi-Auflauf machen.
5734,Steffen zeigt sich flexibel.
5735,Stehst du nicht auf Frauen?
5736,Steht die Internet-Verbindung?
5737,Steht etwas in der Log-Datei?
5738,Steht so im Duden.
5739,Steigen Sie bitte in Fahrtrichtung rechts aus.
5740,Stell dich mal auf die Waage.
5741,Stell dich nicht so an!
5742,Stellen Sie möglichen Zeugen keine Suggestivfragen.
5743,Stellen Sie sich auf einen Knochenjob ein.
5744,Stellen Sie sich bitte an Kasse drei an!
5745,"Stellst du die Musik bitte auf Zimmerlautstärke, Albert?, rief seine Mutter."
5746,Stellt die Post Pakete auch am Samstag zu?
5747,Stillende Mütter sollte man tolerieren.
5748,Stillstand ist immer noch besser als Rückschritt.
5749,Stimmt genau!
5750,Stimmt so.
5751,Stockholm ist die Hauptstadt von Schweden.
5752,Stolz zeigt Winfried seine Urkunde.
5753,Stoppuhr anhalten.
5754,Stoppuhr starten.
5755,Stress macht krank.
5756,Suche Flüge nach Düsseldorf.
5757,Suche Flüge nach Hamburg.
5758,Suche Flüge nach Hannover.
5759,Suche Flüge nach Island.
5760,Suche Flüge nach Madrid.
5761,Suche Flüge nach München.
5762,Suche Flüge nach Nürnberg.
5763,Suche Flüge nach Stuttgart.
5764,Suche Zugverbindungen nach Düsseldorf.
5765,Suche Zugverbindungen nach Hamburg.
5766,Suche Zugverbindungen nach Hannover.
5767,Suche Zugverbindungen nach München.
5768,Suche Zugverbindungen nach Nürnberg.
5769,Suche Zugverbindungen nach Stuttgart.
5770,"Suche Züge nach Düsseldorf, die morgen um zehn Uhr abfahren."
5771,Suche Züge nach Düsseldorf.
5772,"Suche Züge nach Freiburg im Breisgau, die morgen um sechs Uhr abfahren."
5773,Suche Züge nach Freiburg im Breisgau.
5774,"Suche Züge nach Freiburg, die morgen um sieben Uhr abfahren."
5775,Suche Züge nach Freiburg.
5776,"Suche Züge nach Hamburg, die morgen um fünfzehn Uhr abfahren."
5777,Suche Züge nach Hamburg.
5778,"Suche Züge nach Hannover, die morgen um elf Uhr abfahren."
5779,Suche Züge nach Hannover.
5780,"Suche Züge nach Hildesheim, die morgen um neun Uhr abfahren."
5781,Suche Züge nach Hildesheim.
5782,Suche Züge nach Karlsruhe über Offenburg.
5783,Suche Züge nach Karlsruhe.
5784,"Suche Züge nach München, die morgen um zwölf Uhr abfahren."
5785,Suche Züge nach München.
5786,"Suche Züge nach Nürnberg, die morgen um dreizehn Uhr abfahren."
5787,Suche Züge nach Nürnberg.
5788,"Suche Züge nach Rosenheim, die morgen um acht Uhr abfahren."
5789,Suche Züge nach Rosenheim.
5790,"Suche Züge nach Stuttgart, die morgen um vierzehn Uhr abfahren."
5791,Suche Züge nach Stuttgart.
5792,Sucre ist die Hauptstadt von Bolivien.
5793,Susanne hat Höhenangst.
5794,Susi ist zu klein.
5795,Suva ist die Hauptstadt von Fidschi.
5796,Svea tastet sich langsam voran.
5797,Sven hat eine Eichel gefunden.
5798,Svenja ist eine Kommilitonin von mir.
5799,Swasiland heißt mittlerweile offiziell Königreich Eswatini.
5800,"Sylt ist mir einfach zu teuer, argumentierte Paula."
5801,System herunterfahren!
5802,System konfigurieren.
5803,Systemstatus abrufen!
5804,São Tomé ist die Hauptstadt von São Tomé und Príncipe.
5805,Südamerika hatte schon immer ein Problem mit Korruption.
5806,Tabea biss sich auf die Zunge.
5807,Tabea setzte zum Endspurt an.
5808,Tageslicht hat eine Farbtemperatur von etwa sechstausend Kelvin.
5809,Tallinn ist die Hauptstadt von Estland.
5810,Tamara kommt beruflich viel herum.
5811,Tanja leitet doch jetzt auch das Rückentraining am Mittwoch.
5812,"Tante Gisela war es stets wichtig, dass alle gleich viel bekommen."
5813,Tanz mit mir!
5814,Tarek biss in sein Roggenvollkornbrot.
5815,Taschkent ist die Hauptstadt von Usbekistan.
5816,Tatjana ist total verstrahlt.
5817,"Tatsächlich ist der Krake korrekt, auch wenn das Substantiv umgangssprachlich feminin verwendet wird."
5818,Tatsächlich ist der magnetische Nordpol der Erde sogar auf der Südhalbkugel.
5819,"Tausende sind heute auf die Straße gegangen, um entweder für oder gegen die Homoehe zu demonstrieren."
5820,Taxis dürfen in zweiter Reihe halten.
5821,Team drei wird Sie ablösen.
5822,Technisch ist das Game in einem mangelhaften Zustand.
5823,Tegucigalpa ist die Hauptstadt von Honduras.
5824,Teheran ist die Hauptstadt vom Iran.
5825,Teil der Ausstellung ist ein mittelalterliches Katapult.
5826,Temperatur im Wohnzimmer um zwei Grad Celsius hochregeln.
5827,"Theo wollte kuscheln, aber Frida wies ihn ab."
5828,Theo zeigt gerne mit dem Finger auf andere.
5829,"Theodor sucht noch jemanden, der mit ihm das Spiel der Krefeld Pinguine gegen die Adler Mannheim ansehen will."
5830,Theodora hat uns den Christkindlesmarkt in Nürnberg empfohlen.
5831,"Theresa erzählte stolz von dem Fahrrad, das sie zum Geburtstag bekommen hatte."
5832,Thimphu ist die Hauptstadt von Bhutan.
5833,Thomas hat eine Realschulempfehlung bekommen.
5834,"Thomas und Ute nehmen gemeinsam an einem Fitnessprogramm teil, das den Rücken stärken soll."
5835,Thorsten kann schneller tippen als sprechen.
5836,Thorsten stockte der Atem.
5837,Tickets gibt es an allen üblichen Vorverkaufsstellen.
5838,Tiflis ist die Hauptstadt von Georgien.
5839,Till Eulenspiegel starb in Mölln.
5840,"Tim wurde dabei erwischt, wie er seine Hausaufgaben abgeschrieben hat."
5841,Timbuktu ist eine Stadt in Mali.
5842,Timer anhalten.
5843,Timer auf 20 Minuten stellen.
5844,Timer auf 30 Sekunden stellen.
5845,Timer auf dreißig Sekunden stellen.
5846,Timer auf zwanzig Minuten stellen.
5847,Timer starten.
5848,Timo hat beim Eishockey einen Schläger ins Gesicht bekommen.
5849,"Tina weiß nicht, dass sie ein Placebo nimmt."
5850,Tirana ist die Hauptstadt von Albanien.
5851,Tischdecken sind vollkommen unnötige Textilien.
5852,"Tja, die durchzechten Nächte fordern halt ihren Tribut."
5853,Tokio ist die Hauptstadt von Japan.
5854,Tom ist ein Blitzmerker.
5855,"Toni reibt einen Luftballon an seinen Haaren, woraufhin ihm letztere zu Berge stehen."
5856,Torben hat die Schnauze voll.
5857,Toronto ist die größte Stadt Kanadas.
5858,Totschweigen funktioniert immer.
5859,Touristen winkten den Leuten am Ufer zu.
5860,Toyota bietet verschiedene Modelle auch als Hybrid an.
5861,Traditionell wird auf der Packung der Fettgehalt in Trockenmasse angegeben.
5862,Treffpunkt ist die Sporthalle auf der Nordseite.
5863,Treten Sie zurück.
5864,Trier ist die älteste Stadt Deutschlands und wurde ursprünglich von den Römern gegründet.
5865,"Trink das nicht, der Typ da hat irgendetwas reingekippt."
5866,"Trinkt das, was man trinken kann, denn es regt den Geiste an"
5867,"Trinkt das, was man trinken kann, denn es regt den Geiste an!"
5868,Tripolis ist die Hauptstadt von Libyen.
5869,Trolle füttert man mit Fischen oder Keksen.
5870,Trotz Krise sind wir immer noch unangefochtener Marktführer.
5871,Trotz klirrender Kälte wagen sich die Ersten für ein paar Minuten in die Nordsee.
5872,Trotz seiner relativ geringen Größe hat Brandenburg an der Havel immerhin eine Straßenbahn und zwei Hochschulen.
5873,Trotzdem sollten Sie sich ein zweites Standbein aufbauen.
5874,Träger einer Atemschutzmaske müssen spezielle gesundheitliche Voraussetzungen erfüllen.
5875,Tränende Augen und Make-up sind keine gute Kombination.
5876,Träum was schönes.
5877,Tu nicht so altruistisch!
5878,Tunis ist die Hauptstadt von Tunesien.
5879,Tut es sehr weh?
5880,"Tut mir leid, aber wir haben eine private Veranstaltung."
5881,"Tut mir leid, dann sind Sie falsch verbunden."
5882,Twitter-Feed anzeigen!
5883,Ubuntu kocht in vielerlei Hinsicht sein eigenes Süppchen.
5884,Udo hat Bärbel missverstanden.
5885,Udo ist ein Morgenmuffel.
5886,Ulaanbaatar ist die Hauptstadt von Mongolei.
5887,Ulf betrachtet die Angelegenheit ganz nüchtern.
5888,Ulf setzte eine Maske auf.
5889,Uli hat ein schlechtes Gewissen.
5890,Ultra ist der höchste aller Schwierigkeitsgrade.
5891,"Um Energie zu sparen, wird im Leerlauf die Taktfrequenz gedrosselt."
5892,"Um Gelenkschmiere zu bilden, hilft es, die Beine baumeln zu lassen."
5893,Um Haaresbreite wäre die Flucht misslungen.
5894,"Um Infektionen zu vermeiden, darf jede Nadel nur einmal verwendet werden."
5895,"Um Insekten im Labor zu untersuchen, betäubt man sie vorübergehend mit Kohlenstoffdioxid."
5896,"Um Verluste durch Wirbelströme zu vermeiden, ist der Eisenkern des Transformators geblecht."
5897,"Um Vertippern vorzubeugen, muss man das Passwort zweimal eingeben."
5898,"Um aus wenig Hubraum noch mehr Leistung herauszukitzeln, hat man Turbolader erfunden."
5899,"Um den Akku zu schonen und sich keiner unnötigen Strahlung auszusetzen, stellt Moritz sein Handy nachts immer auf Flugmodus."
5900,"Um den Teig fluffiger zu machen, kann man auch einen Schuss Sprudel hinzugeben."
5901,"Um den Verletzten von potenziellen Gaffern abzuschirmen, bildeten die Feuerwehrleute eine menschliche Mauer."
5902,"Um der Verwendung Ihrer Daten zu Werbezwecken zu widersprechen, genügt eine formlose Mail."
5903,Um die Ecke gibt es eine Eisdiele.
5904,"Um die Verletzungsgefahr zu verringern, nehmt bitte euren Schmuck ab."
5905,"Um die gelötete Stelle wieder zu isolieren, bietet sich ein Schrumpfschlauch an."
5906,Um diese Zeit sind die Läden einfach zu voll.
5907,"Um diesen Frachter zu beladen, sind über hundert Güterzüge nötig."
5908,"Um ehrlich zu sein, bin ich da nicht so scharf drauf."
5909,"Um eine Infektion mit Salmonellen auszuschließen, sollte man Eier zehn Minuten lang kochen lassen."
5910,Um elf Uhr werden wir eine Schweigeminute für die Opfer des Anschlags einlegen.
5911,"Um ihr den Aufenthalt auf der Kinderstation etwas erträglicher zu machen, brachte Peter seiner Tochter eine Tafel Schokolade mit."
5912,"Um schnell Muskeln aufzubauen, ernährt Willi sich übertrieben eiweißreich."
5913,"Um sich zu merken, ob Steuerbord oder Backbord rechts ist, gibt es eine Eselsbrücke."
5914,"Um unbekannte Adressen nachschlagen zu können, gibt es den DNS-Server."
5915,Um viertel drei bin ich mit Frauke verabredet.
5916,Umfahren Sie das Gebiet bitte weiträumig.
5917,Umfragen zufolge war beim subjektiven Sicherheitsempfinden ein Anstieg zu verzeichnen.
5918,Umwege erhöhen die Ortskenntnis.
5919,"Und A-vier, Gießen Richtung Erfurt, zwischen Bad Hersfeld und Friedewald liegen Gegenstände auf der Fahrbahn."
5920,Und Nora bekommt noch ein paar Küsse für ihre poetischen Ergüsse.
5921,Und ab dieser Stelle habe ich wieder eine Erinnerungslücke.
5922,Und ab geht die Post
5923,Und ab geht die Post!
5924,Und da beschloss der Regent: Ab heute lebe ich abstinent.
5925,"Und damit sind wir auch schon am Ende der Sendung, leitete der Moderator zum nächsten Thema über."
5926,"Und dann haben wir, ich sag mal, ein paar Nettigkeiten ausgetauscht."
5927,Und dann hat sie mich um einen Gefallen gebeten.
5928,"Und das halten wir jetzt so lange, bis ich sage, dass wir die Seiten wechseln."
5929,"Und das ist jetzt wichtig, also passen Sie gut auf."
5930,"Und das, wo mein Bruder doch an Arachnophobie leidet."
5931,Und dazu ein belegtes Brot mit Schinken.
5932,Und der Azubi hat sowieso nichts zu sagen.
5933,Und dies war von Erfolg.
5934,Und ein weiteres Elefantenrennen.
5935,Und einmal haben sie mich schon erwischt mit zwei Promille.
5936,"Und er wusste genau, was er tat."
5937,"Und ich Idiot dachte, es wäre ein guter Deal"
5938,"Und ich Idiot dachte, es wäre ein guter Deal!"
5939,Und jeder wusste es.
5940,Und jetzt alle im Chor!
5941,Und jetzt gibt auch noch mein Rasierapparat den Geist auf!
5942,Und jetzt machen wir alle den Hampelmann
5943,Und jetzt machen wir alle den Hampelmann!
5944,"Und jetzt machen wir das Gleiche noch mal, leitete Dagmar die Gruppe an."
5945,"Und jetzt machen wir das Gleiche nochmal, leitete Dagmar die Gruppe an."
5946,"Und jetzt, wo ich erwachsen bin, will ich wieder Kind sein."
5947,Und noch ein Satz.
5948,"Und noch ein Standard, der alle bisherigen Standards ablösen will."
5949,Und nun begrüße ich Herrn Richter im Studio.
5950,Und nun die Lottozahlen.
5951,Und nun ist uns unser Skandinavien-Korrespondent zugeschaltet.
5952,Und nun schalten wir wieder zu unserem Korrespondenten an der Börse in Frankfurt.
5953,Und nun stecken wir in der Zwickmühle.
5954,Und nächstes Mal sind Sie gefälligst pünktlich
5955,Und nächstes Mal sind Sie gefälligst pünktlich!
5956,Und regelmäßige Pausen sind nun mal vorgeschrieben.
5957,Und schließlich gab es selbstlenkende Geschosse.
5958,"Und schon ertönt sehr laut der Gong, der König betritt den Balkon."
5959,Und schon wieder muss ich die Kassette umdrehen.
5960,Und schwuppdiwupp waren sie verschwunden.
5961,Und so beginnt das Abenteuer.
5962,Und so entsteht die beschriebene Schieflage.
5963,Und so kommt es zum fatalen Zirkelschluss.
5964,Und sonst?
5965,Und warum um alles in der Welt sollten wir ausgerechnet ihm vertrauen?
5966,Und was macht Sie da so sicher?
5967,Und wenn schon!
5968,Und wer bringt mir das bei?
5969,"Und wer muss es am Ende wieder reparieren?, fragt Robert, obwohl er die Antwort natürlich schon weiß."
5970,"Und wie wir in der Wiederholung sehen können, war die Entscheidung des Unparteiischen auf Abseits korrekt."
5971,"Und wieder diskutieren die Bewohner von Palermo, wer der Mörder sein könnte."
5972,Und wir haben noch Spielsachen für eure Kinder gefunden.
5973,Und wissen Sie warum?
5974,"Und, meine Damen und Herren, das alles rendern wir in Echtzeit"
