sentence
Viele Früchte werden unreif geerntet und reifen während des Transportes nach.
Viele Kliniken haben mit multiresistenten Keimen zu kämpfen.
Viele Kommunen in NRW sind hochverschuldet.
Viele Kosmetika enthalten Mikroplastik.
Viele Leute wissen einfach nicht, wie man eine Rettungsgasse bildet.
Viele Staatsgrenzen in Afrika und den Vereinigten Staaten sind wie mit dem Lineal gezogen.
Viele Touristen müssen gestehen, dass sie mit dem Ticketsystem überfordert sind.
Viele Wege führen nach Rom.
Viele Wissenschaftler haben sich hieran schon die Zähne ausgebissen.
Viele der alten Gebäude existieren noch heute.
Viele haben die empfohlene Dosis bereits mit dem Brotaufstrich beim Frühstück zu sich genommen.
Viele klagen danach über Gewichtszunahme.
Viele plattformspezifische Apps ließen sich auch ganz einfach als portable Webanwendung realisieren.
Viele scheinbar unabhängige Quellen, berichten teilweise sogar im gleichen Wortlaut.
Vielen Dank für Ihre Aufmerksamkeit!
Vielen Dank für Ihre Stimme.
Vielen Dank für all die gemeinnützige Arbeit, Frau Schulz!
Vielen Dank für deine Meinung.
Vielerorts gibt es mehr Sonne als hier.
Vielleicht hatte er Insiderinformationen.
Vielleicht ist dies wichtiger, als wir denken.
Vielleicht ist es der größte Mythos der Menschheitsgeschichte.
Vielleicht ist es in die Ritze gerutscht.
Vielleicht ja beim nächsten Softwareupdate.
Vielleicht kann Hannelore euch beraten, schlug Marius vor.
Vielleicht kann er euch ja zur Hand gehen.
Vielleicht wäre es aber auch der zehnte.
Vielleicht wäre es für alle das Beste.
Vientiane ist die Hauptstadt von Laos.
Vier Jahre lange saß ich unschuldig im Knast.
Vier-K-Displays sind genauer als meine Augen, stellt Christian fest.
Viktor will sich das Gelaber nicht länger anhören.
Viktor, kennst du Abgeordnetenwatch?
Viktoria und die anderen haben sich köstlich amüsiert.
Vilnius ist die Hauptstadt von Litauen.
Vincent ist auch so ein Zocker.
Violett ist das kurzwelligste noch sichtbare Licht.
Vitamine lassen sich billig synthetisieren.
Vivien blies die Backen auf.
Vivien verstand immer noch nicht, worauf Ulla hinaus wollte, und machte ein fragendes Gesicht.
Volker hat am vierzehnten März Geburtstag.
Voll auf die zwölf!
Volltreffer
Volltreffer!
Vom Drängeln geht es auch nicht schneller.
Vom Turm aus kann man das gesamte Schwimmbecken überblicken.
Vom Wind wird die Brücke zum Schwingen angeregt.
Vom anfänglichen Glanz ist nicht mehr viel übrig.
Vom nächtlichen Sturm lagen überall Äste auf den Wegen.
Von Flensburg bis nach Delmenhorst ist es eine lange Strecke 
Von Kreuzvalidierung hatte Brigitte vorher noch nie gehört.
Von Oktober bis Ostern sollte ein Auto mit Winterreifen ausgerüstet sein.
Von Salzburg ist es doch nicht weit bis zum Chiemsee.
Von Sandro und Johann hörte man nur pubertäres Gekicher.
Von Weimar bis nach Neustadt an der Weinstraße ist es eine lange Strecke 
Von achtzehn-hundert-fünfundsechzig bis achtzehn-hundert-einundsiebzig war Florenz die Hauptstadt von Italien.
Von achtzehnhundertfünfundsechzig bis achtzehnhunderteinundsiebzig war Florenz die Hauptstadt von Italien.
Von all dem Gequassel hatte Tamara Kopfschmerzen bekommen.
Von allen Schlafphasen ist er dem Wachzustand am ähnlichsten.
Von außen angeklebtes Styropor ist eine minderwertige Form der Gebäudedämmung.
Von dem Schock muss ich mich erst mal erholen.
Von dem Schock muss ich mich erstmal erholen.
Von dem preisgekrönten Buch gibt es nun eine überarbeitete Fassung und eine Übersetzung.
Von den Medien propagierten Schönheitsidealen nachzueifern macht unzufrieden.
Von den vielen Krebsen hat der Kescher schon ganz viele Löcher bekommen.
Von der Küstenstadt aus ritten sie weiter ins Landesinnere.
Von der Playlist entfernen.
Von der Playlist löschen.
Von der Route entfernen.
Von der Verfilmung würde ich allerdings nicht allzu viel erwarten.
Von der Watt- bis zur Brandungsseite sind es mit dem Fahrrad nur etwa fünfzehn Minuten.
Von diesem Aussichtspunkt kann man das gesamte Tal überblicken.
Von dieser Abteilung habe ich noch nie gehört.
Von dort führen die Leitungen zum Umrichter.
Von freiwillig kann nicht die Rede sein.
Von mir aus auch das.
Von mir aus spricht nichts dagegen.
Von neunzehn-hundert-siebundvierzig bis neunzehn-hundert-neunundfünfzig war Karatschi die Hauptstadt von Pakistan.
Von neunzehn-hundert-zweiundzwanzig bis neunzehn-hundert-vierzig war Kaunas die Hauptstadt von Litauen.
Von neunzehnhundertsiebenundvierzig bis neunzehnhundertneunundfünfzig war Karatschi die Hauptstadt von Pakistan.
Von neunzehnhundertzweiundzwanzig bis neunzehnhundertvierzig war Kaunas die Hauptstadt von Litauen.
Von schlechtem Licht bekommt man schlechte Augen.
Von siebzehn-hundert-zwölf bis neunzehn-hundert-achtzenh war Sankt Petersburg die Hauptstadt des Russischen Reichs.
Von siebzehnhundertzwölf bis neunzehnhundertachtzehn war Sankt Petersburg die Hauptstadt des Russischen Reichs.
Von so einem Dreikäsehoch lasse ich mir nichts sagen.
Von unten ist die Karosserie komplett verrostet.
Von zweiundzwanzig bis sieben Uhr herrscht Nachtruhe.
Vor Inbetriebnahme muss die Zapfsäule geeicht werden.
Vor allem lassen sie sich besser kühlen.
Vor dem Einschlafen setzt sie stets ihre Zahnspange ein.
Vor dem Kindergarten steht eine alte Kastanie.
Vor dem Rathaus hat es derweil Tumulte gegeben.
Vor dem Öffnen einmal kräftig schütteln!
Vor den Sitzreihen stand ein Pult aus massiver Buche.
Vor der Prüfung sollte man keine streitigen Diskussionen mit dem Prüfer beginnen.
Vor der Wiedervereinigung des Landes war Saigon die Hauptstadt von Südvietnam.
Vor dir habe ich keine Angst.
Vor einer Darmspiegelung muss man Abführmittel zu sich nehmen.
Vor fünf Minuten haben wir die Schallmauer durchbrochen, jetzt nähern wir uns Mach zwei.
Vor ihnen liegt eine Durststrecke.
Vor tausend Jahren war dies das Zentrum einer uralten Zivilisation.
Vorfreude ist die schönste Freude.
Vorgestern waren wir in der Oper.
Vorher muss ich noch ganz schnell was erledigen.
Vorher muss noch ein Vertrag ausgehandelt werden.
Vorlesen, bitte.
Vormittags ist richtig, aber nicht am Dienstag, sondern am Donnerstag.
Vorne ragt eine Galionsfigur empor.
Vorsicht ist die Mutter der Porzellankiste.
Vorsicht, hier gibt es Sporen.
Vorsichtig tupft er es mit Watte ab.
Vorsichtig waten sie durch den Sumpf.
Vorsichtig, es ist eine flinke Sicherung.
Vorwärts, aber zack zack
Vorwärts, aber zack zack!
Vulkanausbrüche können den Flugverkehr lahmlegen.
Wackelpudding schwabbelt immer so.
Wacken versank dieses Jahr im Schlamm, aber für manche gehört das bereits dazu.
Wagen starten.
Wagen vorheizen.
Waghalsig stürzte der Surfer sich in die Wellen.
Wahnsinn, diese Beschleunigung!
Wahrscheinlich habe ich mich nur zu dämlich angestellt.
Wahrscheinlich handelt es sich um Quantisierungsrauschen.
Wahrscheinlich ist der Anlasser kaputt.
Wahrscheinlich ist es Kalkül, dass die meisten die Quittung gar nicht lesen.
Wahrscheinlich noch ein Überbleibsel aus dem Ersten Weltkrieg.
Wahrscheinlich wäre es eher unverständliches Gebrabbel.
Waldemar zog den Stöpsel.
Wann geht heute die Sonne in Oberhausen unter?
Wann geht heute die Sonne in Wolfsburg unter?
Wann haben Sie sich an der Universität eingeschrieben?
Wann ist Sonnenaufgang in Fürth?
Wann ist Sonnenaufgang in Potsdam?
Wann ist der nächste Raketenstart?
Wann ist die nächste Nacht mit Vollmond?
Wann kommt das Baugerüst endlich weg?
Wann kommt sie endlich online?
Wann lernt Doris endlich, solche Dinge selbst in die Hand zu nehmen?
Wann musst du wieder nach Erfurt fahren?
Wann musst du wieder nach Ingolstadt fahren?
Wann sagt endlich einer den Hummeln, dass sie nach den Gesetzen der Aerodynamik nicht fliegen können?
Wann war der letzte Stromausfall?
Wann war der letzte Ölwechsel?
Wann werden wir aufhören, die Bevölkerung in Ossis und Wessis zu unterteilen?
Wann werden wir endlich Spinnenfäden in großem Stil synthetisieren können?
Wann wird er endlich erwachsen.
Wann wird er endlich erwachsen?
Wann wollte Natalie kommen?
Wann wurden die Nomaden sesshaft?
War die Integration erfolgreich?
War ja klar, dass einer es verhunzen wird.
Waren Sie schon bei der Polizei?
Warschau ist die Hauptstadt von Polen.
Warst du letzte Woche nicht schon in Münster?
Warst du letzte Woche nicht schon in Rostock?
Warst du schon einmal in Thailand?
Warst du schon mal in Gelsenkirchen?
Warst du schon mal in Herne?
Wart ihr auch immer alle schön brav?
Warte mal, ich glaube mein Akku ist fast leer.
Warte nur ab, versucht Herr Eduard abzuwiegeln.
Warten Sie, ich gebe Ihnen noch eine Visitenkarte von mir.
Wartet Kinder, erst die anderen hinauskommen lassen!
Wartet auf uns!, brüllte Christoph aus voller Kehle.
Wartet, Jungs
Wartet, Jungs!
Warum also sagen Sie DER Mercedes?
Warum brennen die Birnen immer beim Einschalten durch?
Warum einfach, wenn es auch kompliziert geht?
Warum gehen mir immer alle Typen fremd?
Warum gehorcht der Bursche nie?
Warum habt ihr das nicht gleich gesagt?
Warum hat dein PC keine RJ-fünfundvierzig-Buchse?
Warum hängen die Fahnen auf Halbmast?
Warum ist Melinda heute bloß so wortkarg?
Warum ist die Festplatte denn schon wieder voll?
Warum kauft man überhaupt stilles Wasser in Flaschen?
Warum mussten die Dinosaurier aussterben?
Warum sind Eier oval und nicht kugelförmig?
Warum sind diese Leute so obrigkeitshörig?
Warum steht das Telefon nicht in seiner Ladestation?
Warum steht ihr hier herum, es gibt genug zu tun.
Warum weinst du?
Warum werden da keine strafrechtlichen Konsequenzen gezogen?
Warum wird Kerosin nicht wie normales Benzin besteuert?
Warum wird hier mit zweierlei Maß gemessen?
Warum wollen eigentlich alle ausländischen Touristen nach Heidelberg?
Was Sie gesunden Menschenverstand nennen, ist in Wirklichkeit das Nichterfassen komplexer Zusammenhänge.
Was aber, wenn die Verteilung multimodal ist?
Was bedeutet das für EU-Bürger?
Was bedeutet es, wenn die Linie gestrichelt ist?
Was bitteschön befähigt ihren Gatten zu diesem Amt?
Was davon ist Verhandlungssache, was nicht?
Was diesen Aspekt betrifft, solltest du deinen Ansatz noch mal überdenken.
Was diesen Aspekt betrifft, solltest du deinen Ansatz nochmal überdenken.
Was du da tust ist alles andere als sinnvoll.
Was du heute kannst besorgen, das verschiebe nicht auf morgen.
Was er zum Schluss gesagt hat, hat sie tief berührt.
Was ergibt die Integration von minus unendlich bis plus unendlich?
Was erwartest du?
Was findet sie an dem Kerl so toll?
Was fällt dir noch ein?
Was für ein Angeber, dachte Horst im Stillen.
Was für ein Drama!
Was für ein Einsatz!
Was für ein Kaiserwetter!, schwärmte der Österreicher.
Was für ein Kaiserwetter, schwärmte der Österreicher.
Was für ein Vollpfosten.
Was für ein tragisches Schicksal.
Was für eine Frechheit!
Was für eine hässliche Lampe
Was für eine hässliche Lampe!
Was für eine schlecht erzogene Göre.
Was gefällt euch besser: Der Kölner Dom oder der Berner Münster?
Was geht ab?
Was geht denn bei euch ab?
Was geht hier vor?
Was genau ist eigentlich eine Emotion?
Was genau lief schief?
Was genau unterscheidet eine Religion von einer Sekte?
Was gibt es Neues in Karlsruhe?
Was gibt es Neues in Wiesbaden?
Was gibt es an kalten Tagen schöneres als Bratäpfel in Vanillesoße!
Was gibt es da zu lachen?
Was gibt es neues auf Netflix?
Was habe ich im Kühlschrank?
Was habe ich in der Speisekammer?
Was habe ich in der Vorratskammer?
Was haben Sie denn damit vor?, wollte er wissen.
Was haben wir im Kühlschrank?
Was haben wir in der Speisekammer?
Was haben wir in der Vorratskammer?
Was haben wir unterm Strich?
Was habt ihr denn geguckt?
Was hat Ingrid sich da für eine Pille eingeworfen?
Was heißt das auf Albanisch?
Was heißt das auf Arabisch?
Was heißt das auf Badisch?
Was heißt das auf Bairisch?
Was heißt das auf Bündnerromanisch?
Was heißt das auf Chinesisch?
Was heißt das auf Deutsch?
Was heißt das auf Dänisch?
Was heißt das auf Englisch?
Was heißt das auf Finnisch?
Was heißt das auf Flämisch?
Was heißt das auf Französisch?
Was heißt das auf Friesisch?
Was heißt das auf Fränkisch?
Was heißt das auf Griechisch?
Was heißt das auf Isländisch?
Was heißt das auf Italienisch?
Was heißt das auf Katalanisch?
Was heißt das auf Kroatisch?
Was heißt das auf Ladinisch?
Was heißt das auf Luxemburgisch?
Was heißt das auf Maltesisch?
Was heißt das auf Niederländisch?
Was heißt das auf Nordfriesisch?
Was heißt das auf Norwegisch?
Was heißt das auf Platt?
Was heißt das auf Polnisch?
Was heißt das auf Portugiesisch?
Was heißt das auf Romanes?
Was heißt das auf Romani?
Was heißt das auf Rumänisch?
Was heißt das auf Russisch?
Was heißt das auf Rätoromanisch?
Was heißt das auf Schwedisch?
Was heißt das auf Schweizerdeutsch?
Was heißt das auf Schwäbisch?
Was heißt das auf Serbisch?
Was heißt das auf Serbokroatisch?
Was heißt das auf Slowakisch?
Was heißt das auf Slowenisch?
Was heißt das auf Spanisch?
Was heißt das auf Sächsisch?
Was heißt das auf Tschechisch?
Was heißt das auf Ukrainisch?
Was heißt das auf Ungarisch?
Was heißt das auf Vorarlbergisch?
Was hätte ich denn sonst machen sollen?
Was ist achtundzwanzig geteilt durch sieben?
Was ist achtundzwanzig geteilt durch sieben?.
Was ist auf der Einkaufsliste?
Was ist das denn für eine Apparatur?
Was ist das für ein Gewürz?
Was ist das für ein Zeug in den Flaschen?
Was ist das, ein Flaschenzug?
Was ist denn alles im Museum ausgestellt?
Was ist die Entfernung zwischen Ludwigshafen am Rhein und Frankfurt an der Oder?
Was ist die Entfernung zwischen Oberhausen und Worms?
Was ist eine Modulo-Operation?
Was ist gerade in den Nachrichten?
Was ist gerade los auf Twitter?
Was ist gerade los in der Welt?
Was ist hier eigentlich die Taktik?
Was ist in diesem Bild zu sehen?
Was ist mit Würmern, Quallen oder Einzellern?
Was ist mit deiner Dienstuniform?
Was ist mit der Verkabelung?
Was ist nur aus dir geworden?
Was ist so schwierig daran, die Einkaufswagen ungefähr gleichmäßig auf die Reihen zu verteilen?
Was kann ich für Sie tun?
Was kann ich tun, wenn ich Fieber habe?
Was kann man gegen Hystereseverluste tun?
Was kannst du eigentlich?
Was kommt gerade im Fernsehen?
Was kommt gerade im Kino?
Was kommt heute Abend im Fernsehen?
Was kommt heute Abend im Kino?
Was kommt heute im Fernsehen?
Was kommt heute im Kino?
Was kostet eine Fahrt nach Koblenz?
Was kostet eine Fahrt nach Oberhausen?
Was kostet eine Zugfahrt von Flensburg nach Bamberg?
Was kostet eine Zugfahrt von Köln nach Wetzlar?
Was könnte ich heute Abend kochen?
Was liegt dir auf dem Herzen?
Was läuft derzeit im Kino?
Was läuft falsch in diesem Land?
Was läuft gerade im Fernsehen?
Was läuft gerade im Kino?
Was läuft heute Abend im Fernsehen?
Was läuft heute Abend im Kino?
Was läuft heute im Fernsehen?
Was läuft heute im Kino?
Was mache ich nur verkehrt?
Was man hier vorfindet, eignet sich höchstens dazu, die Speichen zu verbiegen.
Was meinst du damit?
Was müssen die für einen schlechten Eindruck von uns haben.
Was nicht dran ist, kann auch nicht kaputtgehen.
Was nicht passt, wird passend gemacht.
Was passiert nach dem Tod?
Was sagt Wikipedia dazu?
Was sagt das über mich aus?
Was sagt der Notar dazu?
Was sagt eure Peilung?
Was schätzt du, wie alt bin ich?
Was seid ihr denn für Freaks?
Was sieht Kamera Eins gerade?
Was sind das für Pilze?
Was soll an dicken Lippen schön sein?
Was soll das bringen?
Was soll ich in der Großstadt mit einem PKW?, stellte Gregor eine rhetorische Frage.
Was sollen die Nachbarn von uns denken?
Was steht in den Büchern zu diesem Abschnitt?
Was stimmt nicht mit dir?
Was transportieren Sie dort überhaupt?
Was tut man gegen Maulwürfe im Garten?
Was tut man gegen ein fusselndes Handtuch?
Was täte ich nur ohne Sie?
Was war Ihre größte Jugendsünde?
Was war das gerade?
Was war vor dem Urknall?
Was willst du damit andeuten?
Was wir benötigen, ist ein Maß für die Anisotropie.
Was wir hier lernen ist doch völlig sinnlos, wirft Emilia ein.
Was wollen die schon wieder von mir?
Was würde Jesus tun?
Was würde passieren, wenn alle Menschen gleichzeitig in die Luft springen würden?
Was zeigt Kamera Eins gerade?
Was zum Geier ist hier nur los?
Wasch mich, aber mach mich nicht nass.
Waschkeller sollten gut belüftet werden, damit es nicht zu Schimmelbildung kommt.
Waschmittel gibt es sowohl flüssig als auch in Form eines Pulvers.
Washington, D.C. ist die Hauptstadt der Vereinigten Staaten von Amerika.
Webbrowser öffnen.
Wechselwarme Tiere haben bei Kälte einen reduzierten Stoffwechsel.
Weder Sydney noch Melbourne sind die Hauptstädte Australiens.
Weg da!
Wegen Sturmtief Xaver fällt heute die Schule aus.
Wegen des Kopierschutzes ließ sich die Blu-ray nicht abspielen.
Wegen des Memory-Effekts benutzt heute niemand mehr Nickel-Cadmium-Akkus.
Wegen des Sturmes wurde eine Unwetterwarnung herausgegeben.
Wegen einer Sitzblockade nahm der Demonstrationszug einen anderen Weg als geplant.
Wegen einer herrenlosen Damentasche brach Panik aus und der Bahnhof wurde evakuiert.
Wegen eines Suizidversuches kommt es zu Behinderungen auf der Strecke zwischen Hannover und Wolfsburg.
Weil Hanna es nicht besser wusste, fuhr sie den Computer wieder hoch, um den USB-Stick sicher zu entfernen.
Weil Hannes zu spät aufgestanden war, schaffte er es nicht mehr, sich zu rasieren.
Weil Ilse nicht erkannt werden will, wurde ihre Stimme technisch verzerrt.
Weil Kupfer teurer und schwerer ist, werden Hochspannungsleitungen normalerweise aus Aluminium gebaut.
Weil Sie nicht den Mut hatten, die Dinge beim Namen zu nennen.
Weil das Eis noch nicht dick genug ist, besteht Einbruchsgefahr.
Weil das Fett oben schwimmt, lässt es sich mit einem Sieb abschöpfen.
Weil der Begriff Rückzug verboten war, wurde stets nur von Frontbegradigung gesprochen.
Weil die Kinder offenbar zu viel Werbung gesehen hatten, malten sie die Kühe lila an.
Weil die Liegezeiten extrem teuer sind, werden die Schiffe tags und nachts von Kränen beladen.
Weil die Tischklammer die Decke nicht halten konnte, ersetzte Andreas sie durch eine Schraubzwinge aus dem Werkkeller.
Weil die Tram auch auf der Straße fährt, hat sie nur zwei Scheinwerfer.
Weil die Transportsicherung nicht entfernt wurde, rumpelt und wandert die Waschmaschine beim Schleudern.
Weil die Zündkerze fehlt, muss das Luft-Kraftstoff-Gemisch ja stärker komprimiert werden.
Weil dort mit hochansteckenden Erregern experimentiert wird, wurde die Forschungseinrichtung auf einer Insel errichtet.
Weil er nichts besseres zu tun hat, poliert Herr Schröder schon wieder sein Auto.
Weil es ihr zu bunt wurde, hat Ute nun eine Petition eingereicht.
Weil ich es sage.
Weil keine Funktion Seiteneffekte hat, lassen sie sich problemlos parallelisieren.
Weil sie als Kind nie einen Schnuller bekam, lutscht sie jetzt am Daumen.
Weitermachen!
Weitermachen, bitte.
Weißt du noch damals, als wir noch jung waren?
Weißt du, was kurios ist?
Weißt du, was zu tun ist?
Weißt du, wie das geht?
Welch ein haarsträubender Fehler
Welch ein haarsträubender Fehler!
Welch grandiose Selbstüberschätzung.
Welche Distribution mit Langzeitunterstützung nutzt du am liebsten?
Welche Filme kann man heute in Gießen im Kino schauen?
Welche Filme kann man heute in Lüneburg im Kino schauen?
Welche Formen der Ausgrenzung gibt es denn?
Welche Lieder sind verfügbar?
Welche Sehenswürdigkeiten gibt es in Koblenz?
Welche Sehenswürdigkeiten gibt es in Osnabrück?
Welche Stücke sind verfügbar?
Welche Tabletten nehmen Sie denn?
Welche Termine liegen nächste Woche an?
Welche Vor- und Nachteile haben Laser- und Tintenstrahldrucker?
Welche Wirkstoffe stehen denn auf der Packung?
Welche fünf Anachronismen wurden in dieses Bild eingebaut?
Welchen Nutzen haben elektrische Zahnbürsten wirklich?
Welchen Wein empfehlen Sie dazu?
Welcher Amateur hat denn heute den Tisch gedeckt?
Welcher Bezirk ist das?
Welcher Depp hat den Wäscheständer unter den Rollladen gestellt?
Welcher Fluss fließt durch Kiel?
Welcher Fluss fließt durch Mülheim an der Ruhr?
Welcher Lerntyp bist du?
Welches Gewehr nimmst du diese Runde?
Welches Parfüm benutzt du?
Welches ist das beste Restaurant in Speyer?
Welches ist das beste Restaurant in Wiesbaden?
Wellington ist die Hauptstadt von Neuseeland.
Wem das Reiben der Karotten per Hand zu anstrengend ist, der kann natürlich auch eine Küchenmaschine verwenden.
Wem fällt ein Reim auf Asien ein?
Wen habt ihr in Erdkunde?
Wen hat Clemens bestochen, damit er Zugang hat?
Wen müssen wir schmieren, damit dieser Grünschnabel nix sagt?
Wenigstens für die Tage zwischen den Jahren konnte man sich auf eine Waffenruhe einigen.
Wenn Angelika sich im Dunkeln kämmt, kann man Funken fliegen sehen.
Wenn Computer von Menschen lernen, dann lernen sie oft auch Vorurteile.
Wenn Kartoffeln Gemüse sind, sind Pommes es auch.
Wenn Matthias was sagt, dann spricht er Klartext.
Wenn Melinda und Irene miteinander telefonieren, plaudern sie üblicherweise stundenlang.
Wenn Mädchen in den Spiegel schauen, suchen sie meistens Fehler.
Wenn Oleg das nur sehen könnte!
Wenn Peter mit dem Auto durch Hessen fährt, hört er meistens hr-drei.
Wenn Sauerstoff ionisiert wird, bleibt nach dem Abkühlen meist Ozon über.
Wenn Selina sich aufgewärmt hat, ist sie sehr gelenkig.
Wenn Sie Hin- und Rückfahrt gleichzeitig buchen, erlassen wir Ihnen zehn Prozent der Kosten.
Wenn Sie das Haustelefon benutzen, müssen Sie eine Null vorwählen, auch bei Notrufen.
Wenn Sie das lesen, machen Sie bitte dem nächsten Menschen, den Sie treffen, ein Kompliment.
Wenn Sie diese Frage schon nicht beantworten können, brauche ich Ihnen die anderen gar nicht zu stellen.
Wenn Sie hier kurz unterschreiben würden.
Wenn Sie sich schon betrinken müssen, dann tun Sie das wenigstens mit einem Wein, den Sie sich leisten können.
Wenn Synchronsprecher gestikulieren, klingen sie authentischer.
Wenn alle das gleiche schreien, ist stets Vorsicht geboten.
Wenn am nächsten Sonntag Bundestagswahl wäre, wen würden Sie wählen?
Wenn auf Bilderkennung trainierte neuronale Netze träumen, erzeugen sie kunstvolle Bilder.
Wenn auf Bilderkennung trainierte, neuronale Netze träumen, erzeugen sie kunstvolle Bilder.
Wenn das Geld nichts mehr Wert ist, gewinnen Tauschgeschäfte mit Naturalien an Bedeutung.
Wenn das kein Fehlstart war, dann weiß ich auch nicht.
Wenn das rauskommt, werden Köpfe rollen, das kann ich dir garantieren.
Wenn dein Großvater das wüsste, würde er sich im Grab umdrehen
Wenn dein Großvater das wüsste, würde er sich im Grab umdrehen!
Wenn dem Licht der Blauanteil fehlt, wird man schneller müde.
Wenn der Hahn kräht auf dem Mist, ändert sich das Wetter, oder es bleibt, wie es ist.
Wenn der Meister das Kundengespräch führt, hält der Geselle die Klappe.
Wenn der Trecker abbiegt, schert sein Pflug weit aus.
Wenn die Abfälle verfaulen, bildet sich Methan.
Wenn die Laternen angehen, kommt ihr wieder nach Hause.
Wenn die Lok hinter den Waggons fährt, handelt es sich genau genommen nicht mehr um einen Zug sondern um einen Schub.
Wenn die Matratze durchgelegen ist, kann es fürs Erste bereits helfen, sie umzudrehen.
Wenn die technische Entwicklung nicht aufzuhalten ist, müssen wir das Lernen des Umgangs mit Technik beschleunigen.
Wenn diesen Lippenbekenntnissen wenigstens Taten folgen würden!
Wenn dir dein Taschengeld nicht reicht, kannst du ja Zeitung austragen gehen.
Wenn dir langweilig ist, kannst du mal in den Garten gehen und Johannisbeeren pflücken.
Wenn du Mist baust, kann ich dir die Rechte jederzeit wieder entziehen.
Wenn du da draufklickst, müsste eine Fehlermeldung aufpoppen.
Wenn du das Handtuch so aufhängst, wird es morgen immer noch nicht trocken sein.
Wenn du deinen Spinat nicht aufisst, gibt es für dich keinen Nachtisch.
Wenn du dich beeilst bekommst du noch den Zug um viertel nach fünf nach Mainz
Wenn du dich beeilst bekommst du noch den Zug um viertel nach fünf nach München
Wenn du dieses Bild präsentierst, wird sich ein Aha-Effekt einstellen.
Wenn du im Haus bist, steigt der Geschirrverbrauch jedes Mal um zweihundert Prozent.
Wenn du mir mein Spielzeug nicht wiedergibst, sag ich das!
Wenn du reinkommst, zweite Tür rechts.
Wenn du schon unbedingt den Helden spielen musst, bring wenigstens keine deiner Mitmenschen in Gefahr.
Wenn du sie nie auflädst, wird deine SIM-Karte irgendwann deaktiviert.
Wenn ein Blinker ausfällt, blinkt der andere mit doppelter Frequenz, damit der Fahrer den Fehler bemerkt.
Wenn ein Mäusebussard zupackt, sieht er den Boden und seine Beute nur ganz unscharf.
Wenn ein Satz fehlerhaft ist, muss der Fehler mitgesprochen werden.
Wenn ein Tandemfahrer schon lenken muss, ist der andere fürs Treten zuständig.
Wenn ein Tiger zubeißt, tut er das in zwei Schritten.
Wenn er nicht nachbessert, wird ihm morgen die Dienstaufsicht einen Einlauf verpassen.
Wenn es aus der Zeichnung nicht hervorgeht, nimm ein Multimeter und miss selbst nach.
Wenn es besonders schön werden soll, garniert man es noch mit bunten Streuseln.
Wenn es glitzert, muss es wertvoll sein.
Wenn es in dem Schneckentempo weitergeht, sitzen wir morgen noch hier.
Wenn genügend Betrunkene ihre Stimme spenden, wird die Spracherkennung auch Alkoholiker verstehen.
Wenn hier einer aus der Reihe tanzt, wird er fertig gemacht.
Wenn ich es nicht mit eigenen Augen gesehen hätte, würde ich es auch nicht glauben.
Wenn ich mich recht erinnere, war die erste Programmiersprache, die ich gelernt habe, Pascal.
Wenn ich versuche Eier aufzuschlagen, landet immer Schale im Teig.
Wenn ihn jemand zur Vernunft bringen kann, dann Verena.
Wenn ihr euch unbedingt darum kloppen wollt, nur zu
Wenn ihr euch unbedingt darum kloppen wollt, nur zu!
Wenn jeder an sich denkt, ist an jeden gedacht.
Wenn kein Kandidat die absolute Mehrheit erhält, kommt es zur Stichwahl.
Wenn keiner abnimmt, musst du halt auf die Mailbox quatschen.
Wenn man Gegenstände auf die Lüftungsschlitze von elektrischen Geräten stellt, kann es passieren, dass diese überhitzen.
Wenn man Hydranten umfährt, gibt es so schöne Wasserfontänen.
Wenn man Kindern schon früh Geschichten vorliest, hilft es ihnen beim Spracherwerb.
Wenn man beim Schielen erschreckt wird, bleiben die Augen für immer so stehen.
Wenn man den Sonnenbrand bemerkt, ist es bereits zu spät.
Wenn man die Inflation berücksichtigt, sind die Zinsen sogar negativ.
Wenn man die Teller direkt ins Waschbecken stellt, sind neunzig Prozent des Schmutzes bereits entfernt, bevor man mit dem eigentlichen Abwasch beginnt.
Wenn man diese geheime Zutat weglässt, funktioniert es nicht.
Wenn man eine Sprache versteht, heißt das noch nicht, dass man sie gut spricht.
Wenn man einen Gedanken verdrängen will, kann es helfen, Assoziationsketten zu bilden.
Wenn man genau hinsieht, kann man die Gitterstruktur erkennen.
Wenn man genügend Konserven auf Lager hat, kann man das kompensieren.
Wenn man kein doppelseitiges Klebeband hat, kann man auch einseitiges nehmen und entsprechend falten.
Wenn man mit dem Rücken zur Wand steht, macht man sich um solche Kleinigkeiten keinen Kopf.
Wenn man schnell fährt, ist man von Emden nach Landshut nicht lange unterwegs
Wenn man schnell fährt, ist man von Magdeburg nach Saarbrücken nicht lange unterwegs
Wenn man sich die Muschel ans Ohr hält, hört man Meeresrauschen.
Wenn man zwei Sachen gleichzeitig tut, kommt bei beidem meistens nur Pfusch raus.
Wenn mehrere Zettel abgegeben werden, tackern Sie diese bitte zusammen.
Wenn mein Opa die Wände streicht, stellt er immer sein altes Radio auf und hört NDR neunzig Komma drei.
Wenn meine Großeltern sich miteinander unterhalten, schnacken sie platt, berichtet Gerhard.
Wenn nach einigen Tagen oder Wochen die Wanderröte einsetzt, sollte man zum Arzt.
Wenn sein Arbeitgeber ihn zwingt, etwas anderes als Linux zu benutzen, will Lennart ihn verklagen, unter Berufung auf die Religionsfreiheit.
